FID,NAME,CITY,STATE,COUNTY,STATUS,TYPE
1689,ADVENTIST HEALTH ST. HELENA HOSPITAL,ST. HELENA,CA,NAPA,OPEN,GENERAL ACUTE CARE
1690,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,BERKELEY,CA,ALAMEDA,OPEN,GENERAL ACUTE CARE
1691,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,OAKLAND,CA,ALAMEDA,OPEN,REHABILITATION
1692,VALLEYCARE MEDICAL CENTER,PLEASANTON,CA,ALAMEDA,OPEN,GENERAL ACUTE CARE
1693,DAMERON HOSPITAL,STOCKTON,CA,SAN JOAQUIN,OPEN,GENERAL ACUTE CARE
1694,BANNER LASSEN MEDICAL CENTER,SUSANVILLE,CA,LASSEN,OPEN,GENERAL ACUTE CARE
1695,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,DUARTE,CA,LOS ANGELES,OPEN,GENERAL ACUTE CARE
1696,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,GLENDALE,CA,LOS ANGELES,OPEN,GENERAL ACUTE CARE
1697,KAISER PERMANENTE BALDWIN PARK MEDICAL CENTER,BALDWIN PARK,CA,LOS ANGELES,OPEN,GENERAL ACUTE CARE
1698,KAISER FND HOSP - MENTAL HEALTH CENTER,LOS ANGELES,CA,LOS ANGELES,OPEN,GENERAL ACUTE CARE
1699,MOTION PICTURE AND TELEVISION HOSPITAL,WOODLAND HILLS,CA,LOS ANGELES,OPEN,GENERAL ACUTE CARE
1700,NORWALK COMMUNITY HOSPITAL,NORWALK,CA,LOS ANGELES,OPEN,GENERAL ACUTE CARE
1701,MADERA COMMUNITY HOSPITAL,MADERA,CA,MADERA,OPEN,GENERAL ACUTE CARE
1702,EL CAMINO HOSPITAL,MOUNTAIN VIEW,CA,SANTA CLARA,OPEN,GENERAL ACUTE CARE
1703,KAISER PERMANENTE P.H.F - SANTA CLARA,SANTA CLARA,CA,SANTA CLARA,OPEN,PSYCHIATRIC
1704,ST. LOUISE REGIONAL HOSPITAL,GILROY,CA,SANTA CLARA,OPEN,GENERAL ACUTE CARE
1705,DOMINICAN HOSPITAL-SANTA CRUZ/FREDERICK,SANTA CRUZ,CA,SANTA CRUZ,CLOSED,GENERAL ACUTE CARE
1706,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,CA,SANTA CRUZ,OPEN,GENERAL ACUTE CARE
1707,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,SANTA CRUZ,OPEN,GENERAL ACUTE CARE
1708,BURLINGAME HEALTH CARE CENTER D/P SNF,BURLINGAME,CA,SAN MATEO,OPEN,GENERAL ACUTE CARE
1709,MILLS-PENINSULA MEDICAL CENTER,BURLINGAME,CA,SAN MATEO,OPEN,GENERAL ACUTE CARE
1710,SEQUOIA HOSPITAL,REDWOOD CITY,CA,SAN MATEO,OPEN,GENERAL ACUTE CARE
1711,SETON MEDICAL CENTER,DALY CITY,CA,SAN MATEO,OPEN,GENERAL ACUTE CARE
1712,SETON MEDICAL CENTER - COASTSIDE,MOSS BEACH,CA,SAN MATEO,OPEN,GENERAL ACUTE CARE
1713,NOVATO COMMUNITY HOSPITAL,NOVATO,CA,MARIN,OPEN,GENERAL ACUTE CARE
1714,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,CA,FRESNO,OPEN,GENERAL ACUTE CARE
1715,ST. AGNES MEDICAL CENTER,FRESNO,CA,FRESNO,OPEN,GENERAL ACUTE CARE
1716,KAISER FND HOSP - RICHMOND CAMPUS,RICHMOND,CA,CONTRA COSTA,OPEN,GENERAL ACUTE CARE
1717,KAISER FND HOSP - WALNUT CREEK,WALNUT CREEK,CA,CONTRA COSTA,OPEN,GENERAL ACUTE CARE
1718,KAISER FOUND HSP-ANTIOCH,ANTIOCH,CA,CONTRA COSTA,OPEN,GENERAL ACUTE CARE
1719,BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,BAKERSFIELD,CA,KERN,OPEN,GENERAL ACUTE CARE
1720,RIDGECREST REGIONAL HOSPITAL,RIDGECREST,CA,KERN,OPEN,GENERAL ACUTE CARE
1721,MERCY GENERAL HOSPITAL,SACRAMENTO,CA,SACRAMENTO,OPEN,GENERAL ACUTE CARE
1722,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,SACRAMENTO,CA,SACRAMENTO,OPEN,GENERAL ACUTE CARE
1723,ST. JOSEPH HOSPITAL - EUREKA,EUREKA,CA,HUMBOLDT,OPEN,GENERAL ACUTE CARE
1724,HOAG HOSPITAL IRVINE,IRVINE,CA,ORANGE,OPEN,GENERAL ACUTE CARE
1725,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,NEWPORT BEACH,CA,ORANGE,OPEN,GENERAL ACUTE CARE
1726,KAISER FND HOSP - ORANGE CO IRVINE,IRVINE,CA,ORANGE,OPEN,GENERAL ACUTE CARE
1727,ST. JOSEPH HOSPITAL - ORANGE,ORANGE,CA,ORANGE,OPEN,GENERAL ACUTE CARE
1728,NORTHSIDE HOSPITAL GWINNETT,LAWRENCEVILLE,GA,GWINNETT,OPEN,GENERAL ACUTE CARE
1729,EMORY JOHNS CREEK HOSPITAL,JOHNS CREEK,GA,FULTON,OPEN,GENERAL ACUTE CARE
1730,SOUTHERN CRESCENT HOSPITAL FOR SPECIALTY CARE,RIVERDALE,GA,CLAYTON,OPEN,LONG TERM CARE
1731,JASPER MEMORIAL HOSPITAL,MONTICELLO,GA,JASPER,OPEN,GENERAL ACUTE CARE
1732,EMORY LONG TERM CARE,DECATUR,GA,DEKALB,OPEN,LONG TERM CARE
1733,OCHSNER MEDICAL CENTER-WEST BANK,GRETNA,LA,JEFFERSON,OPEN,GENERAL ACUTE CARE
1734,WEST CARROLL MEMORIAL HOSPITAL,OAK GROVE,LA,WEST CARROLL,OPEN,GENERAL ACUTE CARE
1735,WK BOSSIER HEALTH CENTER,BOSSIER CITY,LA,BOSSIER,OPEN,GENERAL ACUTE CARE
1736,ACADIA-ST. LANDRY HOSPITAL,CHURCH POINT,LA,ACADIA,OPEN,GENERAL ACUTE CARE
1737,OCHSNER MEDICAL CENTER-NORTH SHORE,SLIDELL,LA,ST. TAMMANY,OPEN,GENERAL ACUTE CARE
1738,JENNINGS AMERICAN LEGION HOSPITAL,JENNINGS,LA,JEFFERSON DAVIS,OPEN,GENERAL ACUTE CARE
1739,ST. MARTIN HOSPITAL,BREAUX BRIDGE,LA,ST. MARTIN,OPEN,GENERAL ACUTE CARE
1740,WILLIS-KNIGHTON MEDICAL CENTER,SHREVEPORT,LA,CADDO,OPEN,GENERAL ACUTE CARE
1741,SACRED HEART HSPTL,EAU CLAIRE,WI,EAU CLAIRE,OPEN,GENERAL ACUTE CARE
1742,UPLAND HILLS HLTH,DODGEVILLE,WI,IOWA,OPEN,GENERAL ACUTE CARE
1743,RICHLAND HSPTL,RICHLAND CENTER,WI,RICHLAND,OPEN,GENERAL ACUTE CARE
1744,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND INC,WEST BEND,WI,WASHINGTON,OPEN,GENERAL ACUTE CARE
1745,THEDACARE MEDICAL CENTER WILD ROSE COM MEM HOSPITAL INC,WILD ROSE,WI,WAUSHARA,OPEN,GENERAL ACUTE CARE
1746,MONTCLAIR HOSPITAL MEDICAL CENTER,MONTCLAIR,CA,SAN BERNARDINO,OPEN,GENERAL ACUTE CARE
1747,USC VERDUGO HILLS HOSPITAL,GLENDALE,CA,LOS ANGELES,OPEN,GENERAL ACUTE CARE
1748,CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE,ATLANTA,GA,FULTON,OPEN,CHILDREN
1749,EMORY DECATUR HOSPITAL,DECATUR,GA,DEKALB,OPEN,GENERAL ACUTE CARE
1750,ROGERS MEMORIAL HOSPITAL BROWN DEER,BROWN DEER,WI,MILWAUKEE,OPEN,PSYCHIATRIC
1751,RIDGECREST REGIONAL HOSPITAL TRANSITIONAL CARE & REHABILITATION,RIDGECREST,CA,KERN,OPEN,REHABILITATION
1752,MEDSTAR WASHINGTON HOSPITAL CENTER,WASHINGTON,DC,DISTRICT OF COLUMBIA,OPEN,GENERAL ACUTE CARE
1753,GEORGE WASHINGTON UNIVERSITY HOSPITAL,WASHINGTON,DC,DISTRICT OF COLUMBIA,OPEN,GENERAL ACUTE CARE
1754,HAYWARD AREA MEMORIAL HOSPITAL,HAYWARD,WI,SAWYER,OPEN,GENERAL ACUTE CARE
1755,BETHESDA HOSPITAL WEST,BOYNTON BEACH,FL,PALM BEACH,OPEN,GENERAL ACUTE CARE
1756,BAYFRONT HEALTH BROOKSVILLE,BROOKSVILLE,FL,HERNANDO,OPEN,GENERAL ACUTE CARE
1757,96TH MEDICAL GROUP-EGLIN HOSPITAL,EGLIN AFB,FL,OKALOOSA,OPEN,MILITARY
1758,CHILDRENS HOSPITAL COLORADO SOUTH CAMPUS,HIGHLANDS RANCH,CO,DOUGLAS,OPEN,CHILDREN
1759,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,HIALEAH,FL,MIAMI-DADE,OPEN,GENERAL ACUTE CARE
1760,UF HEALTH JACKSONVILLE,JACKSONVILLE,FL,DUVAL,OPEN,GENERAL ACUTE CARE
1761,LEESBURG REHABILITATION HOSPITAL,LEESBURG,FL,LAKE,OPEN,GENERAL ACUTE CARE
1762,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BOSTON,MA,SUFFOLK,OPEN,CHILDREN
1763,AVERA HOLY FAMILY HOSPITAL,ESTHERVILLE,IA,EMMET,OPEN,CRITICAL ACCESS
1764,MERCY MEDICAL CENTER-DYERSVILLE,DYERSVILLE,IA,DUBUQUE,OPEN,CRITICAL ACCESS
1765,FLOYD COUNTY MEMORIAL HOSPITAL,CHARLES CITY,IA,FLOYD,OPEN,CRITICAL ACCESS
1766,ASPIRE HEALTH PARTNERS INC,ORLANDO,FL,ORANGE,OPEN,PSYCHIATRIC
1767,BAYFRONT HEALTH PUNTA GORDA,PUNTA GORDA,FL,CHARLOTTE,OPEN,GENERAL ACUTE CARE
1768,ST JOSEPH'S HOSPITAL SOUTH,RIVERVIEW,FL,HILLSBOROUGH,OPEN,GENERAL ACUTE CARE
1769,ADVENTHEALTH WESLEY CHAPEL,WESLEY CHAPEL,FL,PASCO,OPEN,GENERAL ACUTE CARE
1770,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS,MIAMI,FL,MIAMI-DADE,OPEN,SPECIAL
1771,NORTH TAMPA BEHAVIORAL HEALTH,WESLEY CHAPEL,FL,PASCO,OPEN,PSYCHIATRIC
1772,WINTER HAVEN WOMEN'S HOSPITAL,WINTER HAVEN,FL,POLK,OPEN,GENERAL ACUTE CARE
1773,FORT MADISON COMMUNITY HOSPITAL,FORT MADISON,IA,LEE,OPEN,GENERAL ACUTE CARE
1774,STORY COUNTY HOSPITAL NORTH,NEVADA,IA,STORY,OPEN,GENERAL ACUTE CARE
1775,STORY CITY MEMORIAL HOSPITAL,STORY CITY,IA,STORY,CLOSED,GENERAL ACUTE CARE
1776,TRINITY REGIONAL HOSPITAL,FORT DODGE,IA,WEBSTER,OPEN,GENERAL ACUTE CARE
1777,HANSEN FAMILY HOSPITAL,IOWA FALLS,IA,HARDIN,OPEN,CRITICAL ACCESS
1778,JONES REGIONAL MEDICAL CENTER,ANAMOSA,IA,JONES,OPEN,CRITICAL ACCESS
1779,PELLA REGIONAL HEALTH CENTER,PELLA,IA,MARION,OPEN,CRITICAL ACCESS
1780,SIOUX CENTER HEALTH,SIOUX CENTER,IA,SIOUX,OPEN,CRITICAL ACCESS
1781,CARIBOU MEMORIAL HOSPITAL AND LIVING CENTER,SODA SPRINGS,ID,CARIBOU,OPEN,GENERAL ACUTE CARE
1782,ST. LUKE'S ELMORE,MOUNTAIN HOME,ID,ELMORE,OPEN,CRITICAL ACCESS
1783,MERIDIAN SERVICES CORP,MUNCIE,IN,DELAWARE,OPEN,PSYCHIATRIC
1784,SPAULDING HOSPITAL FOR CONTINUING MED CARE CAMBRIDGE,CAMBRIDGE,MA,MIDDLESEX,OPEN,REHABILITATION
1785,WESTERN MASSACHUSETTS HOSPITAL,WESTFIELD,MA,HAMPDEN,OPEN,LONG TERM CARE
1786,ELLINWOOD DISTRICT HOSPITAL,ELLINWOOD,KS,BARTON,OPEN,CRITICAL ACCESS
1787,HORTON COMMUNITY HOSPITAL,HORTON,KS,BROWN,OPEN,CRITICAL ACCESS
1788,KINGMAN COMMUNITY HOSPITAL,KINGMAN,KS,KINGMAN,OPEN,CRITICAL ACCESS
1789,SELECT SPECIALTY HOSPITAL OF KS CITY,KANSAS CITY,KS,WYANDOTTE,OPEN,LONG TERM CARE
1790,STEVENS COUNTY HOSPITAL,HUGOTON,KS,STEVENS,OPEN,CRITICAL ACCESS
1791,SUSAN B ALLEN MEMORIAL HOSPITAL,EL DORADO,KS,BUTLER,OPEN,GENERAL ACUTE CARE
1792,JOHNS HOPKINS HOSPITAL,BALTIMORE,MD,BALTIMORE CITY,OPEN,GENERAL ACUTE CARE
1793,DE QUEEN MEDICAL CENTER,DE QUEEN,AR,SEVIER,OPEN,CRITICAL ACCESS
1794,VALLEY BEHAVIORAL HEALTH SYSTEM,BARLING,AR,SEBASTIAN,OPEN,PSYCHIATRIC
1795,HOLY FAMILY MEMORIAL INC,MANITOWOC,WI,MANITOWOC,OPEN,GENERAL ACUTE CARE
1796,RIVENDELL BEHAVIORAL HEALTH SERVICES,BENTON,AR,SALINE,OPEN,PSYCHIATRIC
1797,ST. BERNARDS BEHAVIORAL HEALTH,JONESBORO,AR,CRAIGHEAD,OPEN,PSYCHIATRIC
1798,ST. BERNARDS MEDICAL CENTER,JONESBORO,AR,CRAIGHEAD,OPEN,GENERAL ACUTE CARE
1799,ASHLEY COUNTY MEDICAL CENTER,CROSSETT,AR,ASHLEY,OPEN,CRITICAL ACCESS
1800,GREAT RIVER MEDICAL CENTER,BLYTHEVILLE,AR,MISSISSIPPI,OPEN,GENERAL ACUTE CARE
1801,NATIONAL PARK MEDICAL CENTER,HOT SPRINGS,AR,GARLAND,OPEN,GENERAL ACUTE CARE
1802,HOWARD YOUNG MED CTR,WOODRUFF,WI,ONEIDA,OPEN,GENERAL ACUTE CARE
1803,LITTLE RIVER MEMORIAL HOSPITAL,ASHDOWN,AR,LITTLE RIVER,OPEN,CRITICAL ACCESS
1804,HSHS ST CLARE MEMORIAL HOSPITAL,OCONTO FALLS,WI,OCONTO,OPEN,CRITICAL ACCESS
1805,MERCY ORTHOPEDIC HOSPITAL FORT SMITH,FORT SMITH,AR,SEBASTIAN,OPEN,GENERAL ACUTE CARE
1806,NORTHWEST MED CENTER,TUCSON,AZ,PIMA,OPEN,GENERAL ACUTE CARE
1807,PARKWAY REGIONAL HOSPITAL,FULTON,KY,FULTON,CLOSED,GENERAL ACUTE CARE
1808,HARDIN MEMORIAL HOSPITAL,ELIZABETHTOWN,KY,HARDIN,OPEN,GENERAL ACUTE CARE
1809,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHERN KENTUCKY,EDGEWOOD,KY,KENTON,OPEN,REHABILITATION
1810,OHIO COUNTY HOSPITAL,HARTFORD,KY,OHIO,OPEN,CRITICAL ACCESS
1811,NORTHWEST HEALTH PHYSICIANS' SPECIALTY HOSPITAL,FAYETTEVILLE,AR,WASHINGTON,OPEN,GENERAL ACUTE CARE
1812,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,LA JUNTA,CO,OTERO,OPEN,GENERAL ACUTE CARE
1813,UNIVERSITY OF COLORADO HEALTH AT MEMORIAL HOSPITAL CENTRAL,COLORADO SPRINGS,CO,EL PASO,CLOSED,GENERAL ACUTE CARE
1814,MCLEAN HOSPITAL CORPORATION,BELMONT,MA,MIDDLESEX,OPEN,PSYCHIATRIC
1815,PAPPAS REHABILITATION HOSPITAL FOR CHILDREN,CANTON,MA,NORFOLK,OPEN,CHILDREN
1816,UNIV OF MD REHABILITATION & ORTHOPAEDIC INSTITUTE,BALTIMORE,MD,BALTIMORE CITY,OPEN,GENERAL ACUTE CARE
1817,UNIVERSITY OF M D UPPER CHESAPEAKE MEDICAL CENTER,BEL AIR,MD,HARFORD,OPEN,GENERAL ACUTE CARE
1818,EDWARD MCCREADY MEMORIAL HOSPITAL,CRISFIELD,MD,SOMERSET,OPEN,GENERAL ACUTE CARE
1819,ENCOMPASS HEALTH REHAB HOSPITAL OF SALISBURY,SALISBURY,MD,WICOMICO,OPEN,REHABILITATION
1820,NORTHERN LIGHT HEALTH,PORTLAND,ME,CUMBERLAND,OPEN,GENERAL ACUTE CARE
1821,VA MEDICAL CENTER - BATTLE CREEK,BATTLE CREEK,MI,CALHOUN,OPEN,MILITARY
1822,SHERIDAN COMMUNITY HOSPITAL,SHERIDAN,MI,MONTCALM,OPEN,CRITICAL ACCESS
1823,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,SAINT IGNACE,MI,MACKINAC,OPEN,CRITICAL ACCESS
1824,PROMEDICA BIXBY HOSPITAL,ADRIAN,MI,LENAWEE,OPEN,GENERAL ACUTE CARE
1825,SPARROW HEALTH SYSTEM-ST LAWRENCE CAMPUS,LANSING,MI,INGHAM,OPEN,GENERAL ACUTE CARE
1826,ASCENSION STANDISH COMMUNITY HOSPITAL,STANDISH,MI,ARENAC,OPEN,CRITICAL ACCESS
1827,NORTH OTTAWA COMMUNITY HOSPITAL,GRAND HAVEN,MI,OTTAWA,OPEN,GENERAL ACUTE CARE
1828,STRAITH HOSPITAL FOR SPECIAL SURGERY,SOUTHFIELD,MI,OAKLAND,OPEN,GENERAL ACUTE CARE
1829,OAKLAND REGIONAL HOSPITAL,SOUTHFIELD,MI,OAKLAND,OPEN,GENERAL ACUTE CARE
1830,"LAKELAND HOSPITAL, ST JOSEPH",ST JOSEPH,MI,BERRIEN,OPEN,GENERAL ACUTE CARE
1831,"LAKELAND HOSPITAL, NILES",NILES,MI,BERRIEN,OPEN,GENERAL ACUTE CARE
1832,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,COLDWATER,MI,BRANCH,OPEN,GENERAL ACUTE CARE
1833,BRONSON BATTLE CREEK HOSPITAL,BATTLE CREEK,MI,CALHOUN,OPEN,GENERAL ACUTE CARE
1834,MEMORIAL HEALTHCARE,OWOSSO,MI,SHIAWASSEE,OPEN,GENERAL ACUTE CARE
1835,HILLS & DALES GENERAL HOSPITAL,CASS CITY,MI,TUSCOLA,OPEN,GENERAL ACUTE CARE
1836,ST JOSEPH MERCY HOSPITAL,ANN ARBOR,MI,WASHTENAW,OPEN,GENERAL ACUTE CARE
1837,ST JOSEPH MERCY CHELSEA,CHELSEA,MI,WASHTENAW,OPEN,GENERAL ACUTE CARE
1838,MCLAREN GREATER LANSING,LANSING,MI,INGHAM,OPEN,GENERAL ACUTE CARE
1839,BEAUMONT HOSPITAL DEARBORN,DEARBORN,MI,WAYNE,OPEN,GENERAL ACUTE CARE
1840,SINAI-GRACE HOSPITAL,DETROIT,MI,WAYNE,OPEN,GENERAL ACUTE CARE
1841,BEAUMONT HOSPITAL GROSSE POINTE,GROSSE POINTE,MI,WAYNE,OPEN,GENERAL ACUTE CARE
1842,HARPER UNIVERSITY HOSPITAL,DETROIT,MI,WAYNE,OPEN,GENERAL ACUTE CARE
1843,METRO HEALTH HOSPITAL,WYOMING,MI,KENT,OPEN,GENERAL ACUTE CARE
1844,ASPIRUS IRON RIVER HOSPITAL & CLINICS,IRON RIVER,MI,IRON,OPEN,GENERAL ACUTE CARE
1845,BELL MEMORIAL HOSPITAL,ISHPEMING,MI,MARQUETTE,OPEN,GENERAL ACUTE CARE
1846,PROVIDENCE - PARK HOSPITAL,NOVI,MI,OAKLAND,OPEN,GENERAL ACUTE CARE
1847,KINDRED HOSPITAL DETROIT,DETROIT,MI,WAYNE,OPEN,LONG TERM CARE
1848,NORTH SHORE HEALTH,GRAND MARAIS,MN,COOK,OPEN,CRITICAL ACCESS
1849,MCLAREN NORTHERN MICHIGAN,PETOSKEY,MI,EMMET,OPEN,GENERAL ACUTE CARE
1850,TRACE REGIONAL HOSPITAL,HOUSTON,MS,CHICKASAW,OPEN,GENERAL ACUTE CARE
1851,ALBANY AREA HOSPITAL & MED CTR,ALBANY,MN,STEARNS,CLOSED,GENERAL ACUTE CARE
1852,DEER RIVER HEALTH CARE CENTER,DEER RIVER,MN,ITASCA,OPEN,CRITICAL ACCESS
1853,ALOMERE HEALTH,ALEXANDRIA,MN,DOUGLAS,OPEN,GENERAL ACUTE CARE
1854,HEALTHEAST BETHESDA HOSPITAL,ST PAUL,MN,RAMSEY,OPEN,GENERAL ACUTE CARE
1855,HEALTHEAST ST JOHNS HOSPITAL,ST PAUL,MN,RAMSEY,OPEN,GENERAL ACUTE CARE
1856,LAKESIDE MEDICAL CENTER,PINE CITY,MN,PINE,OPEN,GENERAL ACUTE CARE
1857,NORTH VALLEY HEALTH CENTER,WARREN,MN,MARSHALL,OPEN,CRITICAL ACCESS
1858,SANFORD MED CTR THIEF RVR FALL,THIEF RIVER FALLS,MN,PENNINTON,OPEN,CRITICAL ACCESS
1859,SANFORD WORTHINGTON MEDICAL CE,WORTHINGTON,MN,NOBLES,OPEN,GENERAL ACUTE CARE
1860,WINDOM AREA HOSPITAL,WINDOM,MN,COTTONWOOD,OPEN,CRITICAL ACCESS
1861,MERCY HOSPITAL JOPLIN,JOPLIN,MO,JASPER,CLOSED,GENERAL ACUTE CARE
1862,KINDRED HOSPITAL - KANSAS CITY,KANSAS CITY,MO,JACKSON,CLOSED,GENERAL ACUTE CARE
1863,TWO RIVERS BEHAVIORAL HEALTH SYSTEM,KANSAS CITY,MO,JACKSON,OPEN,PSYCHIATRIC
1864,HEARTLAND BEHAVIORAL HEALTH SERVICES,NEVADA,MO,VERNON,OPEN,PSYCHIATRIC
1865,LONG TERM ACUTE CARE HOSPITAL MOSAIC LIFE CARE AT ST. JOSEPH,ST. JOSEPH,MO,BUCHANAN,OPEN,LONG TERM CARE
1866,MERCY HOSPITAL ST. LOUIS,ST. LOUIS,MO,ST. LOUIS,OPEN,GENERAL ACUTE CARE
1867,MERCY HOSPITAL SPRINGFIELD,SPRINGFIELD,MO,GREENE,OPEN,GENERAL ACUTE CARE
1868,VA MEDICAL CENTER - JEFFERSON BARRACKS DIVISION,ST. LOUIS,MO,ST. LOUIS,OPEN,MILITARY
1869,GOLDEN VALLEY MEMORIAL HOSPITAL,CLINTON,MO,HENRY,OPEN,GENERAL ACUTE CARE
1870,SWEDISH COVENANT HOSPITAL,CHICAGO,IL,COOK,OPEN,GENERAL ACUTE CARE
1871,PINNACLE REGIONAL HOSPITAL,BOONVILLE,MO,COOPER,OPEN,GENERAL ACUTE CARE
1872,SSM HEALTH DEPAUL HEALTH CENTER,BRIDGETON,MO,ST. LOUIS,OPEN,GENERAL ACUTE CARE
1873,HAWTHORN CHILDREN'S PSYCHIATRIC HOSPITAL,ST. LOUIS,MO,ST. LOUIS,OPEN,PSYCHIATRIC
1874,VERDE VALLEY MEDICAL CENTER - SEDONA CAMPUS,SEDONA,AZ,YAVAPAI,OPEN,GENERAL ACUTE CARE
1875,SIGNATURE PSYCHIATRIC HOSPITAL,NORTH KANSAS CITY,MO,CLAY,OPEN,PSYCHIATRIC
1876,BILLINGS CLINIC,BILLINGS,MT,YELLOWSTONE,OPEN,GENERAL ACUTE CARE
1877,BAYHEALTH HOSPITAL SUSSEX CAMPUS,MILFORD,DE,SUSSEX,OPEN,GENERAL ACUTE CARE
1878,BAPTIST MEDICAL CENTER YAZOO,YAZOO CITY,MS,YAZOO,OPEN,CRITICAL ACCESS
1879,FRANKLIN COUNTY MEMORIAL HOSPITAL,MEADVILLE,MS,FRANKLIN,OPEN,CRITICAL ACCESS
1880,TRIPLER ARMY MEDICAL CENTER,HONOLULU,HI,HONOLULU,OPEN,MILITARY
1881,INDIANHEAD MED CTR,SHELL LAKE,WI,WASHBURN,OPEN,GENERAL ACUTE CARE
1882,LADD MEMORIAL HOSPITAL,OSCEOLA,WI,POLK,OPEN,CRITICAL ACCESS
1883,LAKEVIEW SPECIALTY HOSPITAL & REHAB CENTER,WATERFORD,WI,RACINE,OPEN,LONG TERM CARE
1884,LIBERTAS GREEN BAY,GREEN BAY,WI,BROWN,OPEN,GENERAL ACUTE CARE
1885,MARSHFEILD MEDICAL CENTER,MARSHFIELD,WI,WOOD,OPEN,GENERAL ACUTE CARE
1886,MARSHFIELD MED CENTER - RICE LAKE,RICE LAKE,WI,BARRON,OPEN,GENERAL ACUTE CARE
1887,GREENWOOD LEFLORE HOSPITAL,GREENWOOD,MS,LEFLORE,OPEN,GENERAL ACUTE CARE
1888,FIELDSTONE CENTER,BATTLE CREEK,MI,CALHOUN,OPEN,PSYCHIATRIC
1889,BROADWATER HEALTH CENTER,TOWNSEND,MT,BROADWATER,OPEN,CRITICAL ACCESS
1890,ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,GREENVILLE,MS,WASHINGTON,OPEN,LONG TERM CARE
1891,CHOCTAW REGIONAL MEDICAL CENTER,ACKERMAN,MS,CHOCTAW,OPEN,CRITICAL ACCESS
1892,FIELD MEMORIAL COMMUNITY HOSPITAL,CENTREVILLE,MS,WILKINSON,OPEN,CRITICAL ACCESS
1893,HIGHLAND COMMUNITY HOSPITAL,PICAYUNE,MS,PEARL RIVER,OPEN,GENERAL ACUTE CARE
1894,NOVANT HEALTH PRESPYTERIAN MEDICAL CENTER,CHARLOTTE,NC,MECKLENBURG,OPEN,GENERAL ACUTE CARE
1895,VIDANT BEAUFORT HOSPITAL,WASHINGTON,NC,BEAUFORT,OPEN,GENERAL ACUTE CARE
1896,"VALDESE GENERAL HOSPITAL, INC.",VALDESE,NC,BURKE,CLOSED,GENERAL ACUTE CARE
1897,VIDANTE EDGECOMBE HOSPITAL,TARBORO,NC,EDGECOMBE,OPEN,GENERAL ACUTE CARE
1898,ATRIUM HEALTH UNIVERSITY,CHARLOTTE,NC,MECKLENBURG,OPEN,GENERAL ACUTE CARE
1899,BETSY JOHNSON HOSPITAL,DUNN,NC,HARNETT,OPEN,GENERAL ACUTE CARE
1900,HALIFAX REGIONAL MEDICAL CENTER,ROANOKE RAPIDS,NC,HALIFAX,OPEN,GENERAL ACUTE CARE
1901,DUKE HEALTH RALEIGH HOSPITAL,RALEIGH,NC,WAKE,OPEN,GENERAL ACUTE CARE
1902,CARTERET GENERAL HOSPITAL,MOREHEAD CITY,NC,CARTERET,OPEN,GENERAL ACUTE CARE
1903,FRYE REGIONAL MEDICAL CENTER,HICKORY,NC,CATAWBA,OPEN,GENERAL ACUTE CARE
1904,WAKEMED CARY HOSPITAL,CARY,NC,WAKE,OPEN,GENERAL ACUTE CARE
1905,"RUTHERFORD HOSPITAL, INC.",RUTHERFORDTON,NC,RUTHERFORD,OPEN,GENERAL ACUTE CARE
1906,SAMPSON REGIONAL MEDICAL CENTER,CLINTON,NC,SAMPSON,OPEN,GENERAL ACUTE CARE
1907,CALDWELL MEMORIAL HOSPITAL,LENOIR,NC,CALDWELL,OPEN,GENERAL ACUTE CARE
1908,DAVIE COUNTY HOSPITAL,MOCKSVILLE,NC,DAVIE,CLOSED,GENERAL ACUTE CARE
1909,HIGHSMITH-RAINEY MEMORIAL HOSPITAL,FAYETTEVILLE,NC,CUMBERLAND,OPEN,GENERAL ACUTE CARE
1910,LEXINGTON MEMORIAL HOSPITAL,LEXINGTON,NC,DAVIDSON,OPEN,GENERAL ACUTE CARE
1911,CAROLINA EAST HEALTH SYSTEM,NEW BERN,NC,CRAVEN,OPEN,GENERAL ACUTE CARE
